index,query,score,relevant,explanation,keywords
57,3,0.6,True,"Table discusses EMD on CIFAR-10, which could relate to image understanding tasks potentially involving long context.",[]
57,4,0.1,False,"The table focuses on image processing techniques, not VQA applications.",[]
57,5,0.1,False,,[]
57,6,0.1,False,,[]
57,7,0.0,False,,[]
57,8,0.1,False,,[]
57,9,0.1,False,"Table content focuses on image processing metrics, not visual question answering.",[]
57,10,0.1,False,,[]
58,1,0.1,False,"The table focuses on image datasets, not graph structures or visual question answering.","['Graph structured', 'visual Question Answering']"
58,2,0.1,False,"Table focuses on image datasets, not autonomous vehicles or federated learning.",[]
58,3,0.1,False,,[]
58,4,0.1,False,,[]
58,5,0.1,False,"Table focuses on benchmark datasets for image recognition, not social fairness.",[]
58,6,0.1,False,"Table focuses on benchmark datasets for image classification, not regulatory capture or machine learning in a regulatory context.",[]
58,7,0.1,False,,[]
58,8,0.1,False,,[]
58,9,0.8,True,The table describes benchmark datasets used for visual tasks.,"['visual', 'benchmark datasets']"
58,10,0.1,False,The table focuses on benchmark datasets for image recognition tasks.,[]
59,1,0.1,False,"The table describes an experimental comparison, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
59,2,0.1,False,No keywords related to Autonomous Surface Vehicles or Federated Learning found.,[]
59,3,0.1,False,,[]
59,5,0.1,False,Table content does not mention fairness or social aspects.,[]
59,6,0.1,False,"The table lacks information about regulatory capture, IA, ML, or machine learning.",[]
59,7,0.1,False,"The table does not mention segmentation, SAM, or failure.",[]
59,8,0.1,False,,[]
59,9,0.1,False,Table content does not mention visual elements or question answering.,[]
59,10,0.1,False,,[]
60,1,0.1,False,"The table focuses on computational costs of various algorithms, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
60,2,0.0,False,,[]
60,3,0.1,False,"The table focuses on computational costs in machine learning, not long-context LLMs.",[]
60,4,0.1,False,"The table focuses on computational costs of different models, not visual question answering applications.",[]
60,5,0.1,False,,[]
60,6,0.1,False,,[]
60,7,0.1,False,,[]
60,8,0.8,True,The table mentions GCNAL as part of a computation.,"['Graph Convolutional Network', 'GCN']"
60,9,0.1,False,,[]
60,10,0.1,False,,[]
61,1,0.1,False,"The table focuses on classification accuracy in image datasets, not visual question answering.","['Graph structured', 'visual Question Answering']"
61,2,0.7,True,The table mentions federated learning experiments.,"['Federated Learning', 'Classification accuracy']"
61,3,0.1,False,,[]
61,4,0.1,False,"The table focuses on classification accuracy of models, not applications of visual question answering systems.",[]
61,5,0.1,False,,[]
61,6,0.1,False,,[]
61,7,0.1,False,,[]
61,8,0.1,False,,[]
61,9,0.1,False,,[]
61,10,0.7,True,Table discusses federated learning methods.,"['FL', 'decentralised']"
62,1,0.1,False,The table is textual and lacks visual or graph structure.,"['Graph structured', 'visual Question Answering']"
62,2,0.0,False,The table content does not mention Autonomous Surface Vehicles or Federated Learning.,[]
62,3,0.1,False,,[]
62,4,0.1,False,,[]
62,5,0.6,True,"Table discusses comparisons of institutions, potentially touching on societal impact.",[]
62,6,0.1,False,,[]
62,7,0.1,False,,[]
62,8,0.1,False,,[]
62,9,0.1,False,Table lacks visual elements and focuses on textual comparisons.,[]
63,1,0.1,False,"The table focuses on quantitative comparisons, not visual or graph-based data.","['Graph structured', 'visual Question Answering']"
63,2,0.0,False,,[]
63,3,0.1,False,,[]
63,4,0.1,False,,[]
63,6,0.1,False,"Table focuses on quantitative comparisons between institutions, not regulatory capture or machine learning.",[]
63,7,0.1,False,,[]
63,8,0.1,False,,[]
63,9,0.1,False,,[]
63,10,0.1,False,,[]
64,1,0.1,False,"Table focuses on ablation study of a model, not visual question answering.","['Graph structured', 'visual Question Answering']"
64,2,0.1,False,,[]
64,3,0.1,False,,[]
64,4,0.1,False,Table focuses on ablation studies for Global Weight Constr... not directly related to VQA applications.,[]
64,5,0.6,True,"Table discusses ablation studies on Global Weight Constraints, which may indirectly relate to fairness in machine learning models.",[]
64,6,0.1,False,,[]
64,7,0.1,False,,[]
64,8,0.1,False,,[]
64,9,0.1,False,,[]
65,1,0.1,False,"The table focuses on training accuracy and testing performance, not visual or graph-based data.","['Graph structured', 'visual Question Answering']"
65,2,0.1,False,,[]
65,3,0.1,False,,[]
65,4,0.1,False,"The table focuses on algorithm performance in a specific task, not visual question answering applications.",[]
65,6,0.1,False,"Table focuses on training accuracy and testing performance of algorithms, not regulatory capture.",[]
65,7,0.1,False,"The table focuses on algorithm performance in a training setting, not failure analysis in segmentation or SAM.",[]
65,8,0.1,False,No mention of Graph Convolutional Networks or GCN found.,[]
65,9,0.1,False,,[]
65,10,0.1,False,,[]
66,1,0.1,False,"The table focuses on test accuracy of algorithms, not visual data or graph structures.","['Graph structured', 'visual Question Answering']"
66,2,0.1,False,The table focuses on algorithm performance in a different domain.,[]
66,3,0.6,True,,[]
66,4,0.1,False,,[]
66,6,0.1,False,"The table focuses on test accuracy of algorithms, not regulatory capture or machine learning in a regulatory context.",[]
66,7,0.1,False,,[]
66,8,0.6,True,Could not find keywords related to GCN in the provided table.,[]
66,9,0.1,False,,[]
66,10,0.1,False,,[]
67,1,0.1,False,"The table focuses on task performance and sparsity ratios, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
67,2,0.1,False,,[]
67,3,0.1,False,,[]
67,4,0.1,False,"The table focuses on task performance of different sparsity ratios, not visual question answering applications.",[]
67,5,0.1,False,,[]
67,6,0.1,False,"Table content does not mention regulatory capture, IA, ML or machine learning.",[]
67,7,0.1,False,,[]
67,8,0.1,False,,[]
67,9,0.1,False,"The table focuses on textual performance comparisons, not visual aspects.",[]
67,10,0.1,False,,[]
68,2,0.1,False,No mention of Autonomous Surface Vehicles or Federated Learning.,[]
68,3,0.1,False,,[]
68,5,0.1,False,,[]
68,6,0.1,False,"Table focuses on algorithm performance, not regulatory capture or machine learning in a regulatory context.",[]
68,7,0.7,True,The table mentions SAM and its effect on training accuracy.,['SAM']
68,8,0.7,True,The table presents training accuracy results which could be related to GCN performance.,"['Table IV', 'training accuracy']"
68,9,0.1,False,The table provides textual information about a training process and lacks visual elements.,[]
68,10,0.1,False,,[]
69,1,0.1,False,The table describes privacy parameters and lacks visual or graph structure.,"['Graph structured', 'visual Question Answering']"
69,2,0.1,False,,[]
69,3,0.1,False,The table focuses on privacy parameters and does not relate to RAG or LLMs.,[]
69,4,0.1,False,"Table focuses on privacy parameters, not visual question answering applications.",[]
69,5,0.1,False,,[]
69,6,0.6,True,"The table mentions privacy parameters, which could be related to regulatory capture in AI/ML contexts.",[]
69,7,0.1,False,"Table content does not mention segmentation, SAM or failure.",[]
69,9,0.1,False,,[]
69,10,0.1,False,,[]
70,1,0.1,False,The table is text-based and lacks visual or graph structure.,"['Graph structured', 'visual Question Answering']"
70,2,0.1,False,Table content does not mention Autonomous Surface Vehicles or Federated Learning.,[]
70,3,0.1,False,,[]
70,5,0.1,False,The table does not contain information about fairness or social issues.,[]
70,6,0.1,False,,[]
70,7,0.1,False,,[]
70,8,0.1,False,,[]
70,9,0.1,False,,[]
70,10,0.1,False,,[]
71,2,0.1,False,,[]
71,3,0.1,False,,[]
71,4,0.1,False,"The table focuses on Multi-Task Learning methods, not directly related to visual question answering.",[]
71,5,0.1,False,"Table focuses on Multi-Task Learning methods, not fairness or social aspects.",[]
71,7,0.1,False,,[]
71,8,0.1,False,Table does not mention Graph Convolutional Networks or GCN.,[]
71,9,0.1,False,"Table focuses on text descriptions of Machine Translation methods, not visual information.",[]
71,10,0.1,False,,[]
72,1,0.1,False,"The table provides textual descriptions of notations, lacking visual or graph structure.","['Graph structured', 'visual Question Answering']"
72,2,0.0,False,,[]
72,3,0.1,False,,[]
72,4,0.1,False,,[]
72,5,0.1,False,,[]
72,6,0.1,False,"Table content does not mention regulatory capture, IA, ML, or machine learning.",[]
72,7,0.1,False,,[]
72,8,0.1,False,,[]
72,9,0.1,False,,[]
72,10,0.1,False,,[]
73,1,0.1,False,"The table focuses on regularization techniques in machine learning, not visual or graph-based concepts.","['Graph structured', 'visual Question Answering']"
73,2,0.1,False,,[]
73,3,0.1,False,,[]
73,4,0.1,False,"The table focuses on regularization techniques in machine learning models, not visual question answering.",[]
73,5,0.1,False,"Table focuses on regularization techniques, not fairness or social impact.",[]
73,6,0.75,True,The table discusses regularization techniques used in machine learning models.,"['Regularization', 'Machine Learning']"
73,7,0.1,False,,[]
73,8,0.1,False,"Table focuses on regularization techniques, not Graph Convolutional Networks.",[]
73,9,0.1,False,"The table focuses on textual information about regularization techniques, not visual data.",[]
73,10,0.1,False,,[]
74,1,0.1,False,"The table focuses on deep learning models for multi-task learning, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
74,2,0.1,False,"The table focuses on deep learning models for multi-task learning, not Autonomous Surface Vehicles or Federated Learning.",[]
74,3,0.7,True,"Table discusses deep learning models, some of which may handle long context.",[]
74,4,0.1,False,,[]
74,5,0.1,False,,[]
74,6,0.1,False,,[]
74,8,0.1,False,,[]
74,9,0.1,False,,[]
74,10,0.1,False,,[]
75,1,0.1,False,"The table focuses on notations and their descriptions, not visual or graph-structured data.","['Graph structured', 'visual Question Answering']"
75,2,0.0,False,,[]
75,3,0.1,False,,[]
75,4,0.1,False,"Table focuses on notations used in a specific section, not applications of visual question answering.",[]
75,5,0.1,False,Table content does not mention fairness or social aspects.,[]
75,6,0.1,False,"The table focuses on notations used in a specific section, not regulatory capture or machine learning.",[]
75,7,0.1,False,,[]
75,8,0.1,False,No mention of Graph Convolutional Networks (GCN) or related concepts.,[]
75,9,0.1,False,,[]
75,10,0.05,False,,[]
76,1,0.1,False,"The table focuses on algorithms for multi-objective learning, not graph structures or visual question answering.","['Graph structured', 'visual Question Answering']"
76,2,0.1,False,,[]
76,4,0.1,False,"The table focuses on multi-objective learning algorithms, not visual question answering.",[]
76,6,0.1,False,,[]
76,7,0.1,False,"The table focuses on multi-objective learning algorithms, not failure analysis in segmentation or SAM.",[]
76,9,0.1,False,,[]
76,10,0.1,False,,[]
77,1,0.1,False,"The table focuses on datasets for multi-task learning, not specifically graph structured data or visual question answering.","['Graph structured', 'visual Question Answering']"
77,2,0.1,False,"The table focuses on datasets for Multi-Task Learning, not Autonomous Surface Vehicles or Federated Learning.",[]
77,3,0.6,True,"The table lists datasets used in Multi-Task Learning, a field relevant to long-context LLMs.","['Multi-Task Learning', 'Datasets']"
77,4,0.1,False,"The table focuses on multi-task learning datasets, not specifically visual question answering.",[]
77,5,0.2,True,"The table focuses on datasets used in Multi-Task Learning (MTL), not explicitly on fairness or social aspects.",[]
77,6,0.1,False,"The table focuses on datasets used in Multi-Task Learning, not regulatory capture or machine learning applications.",[]
77,7,0.1,False,"Table focuses on datasets for Multi-Task Learning, not segmentation or failure analysis.",[]
77,8,0.1,False,No mention of Graph Convolutional Networks or related concepts.,[]
77,9,0.7,True,"Table discusses datasets used in Multi-task Learning, some of which may involve visual modalities.","['Modality', 'Task']"
77,10,0.1,False,"The table focuses on datasets used in Multi-Task Learning, not decentralized systems or FL.",[]
78,1,0.1,False,"The table describes a library and its features, not visual question answering.","['Graph structured', 'visual Question Answering']"
78,2,0.05,False,,[]
78,3,0.1,False,"The table focuses on library features, not long-context LLMs.",[]
78,4,0.1,False,"The table focuses on library functionalities, not visual question answering applications.",[]
78,5,0.1,False,"The table focuses on library features and capabilities, not social or fairness aspects.",[]
78,6,0.1,False,,[]
78,7,0.1,False,,[]
78,8,0.1,False,Table focuses on library functionalities and not GCNs.,[]
78,9,0.1,False,"The table describes a library and its features, not visual data or question answering.",[]
78,10,0.1,False,"Table focuses on library features, not decentralized technologies or FL.",[]
79,1,0.1,False,The table provides demographic information and lacks visual or graph structure.,"['Graph structured', 'visual Question Answering']"
79,2,0.0,False,,[]
79,3,0.1,False,"Table focuses on demographics, not language models or graph structures.",[]
79,4,0.1,False,The table focuses on demographics and lacks visual or question-answering elements.,[]
79,5,0.1,False,Table lacks information about fairness or social aspects.,[]
79,6,0.1,False,"Table lacks information about regulations, AI/ML or their intersection.",[]
79,7,0.1,False,,[]
79,8,0.1,False,,[]
79,9,0.1,False,"The table provides textual information, not visual data.",[]
79,10,0.1,False,The table focuses on demographics and lacks information about FL or decentralization.,
80,1,0.1,False,"The table provides textual statistics, not visual or graph-based data.","['Graph structured', 'visual Question Answering']"
80,2,0.05,False,,[]
80,3,0.75,True,Table content relates to transcribed data which could be relevant to LLMs.,[]
80,4,0.1,False,The table focuses on transcribed data and lacks visual or question-answering aspects.,[]
80,5,0.1,False,"Table content focuses on statistics from transcribed recordings, not fairness or social aspects.",[]
80,6,0.1,False,,[]
80,7,0.1,False,,[]
80,8,0.1,False,,[]
80,9,0.1,False,The table provides textual statistics and lacks visual elements.,[]
80,10,0.1,False,,[]
81,1,0.1,False,"The table describes a linguistic analysis, not visual data.","['Graph structured', 'visual Question Answering']"
81,2,0.0,False,,[]
81,3,0.1,False,"The table discusses average cross-validation WER in finetuning, which is not directly related to RAG or long context LLMs.",[]
81,4,0.1,False,"Table content focuses on WER in fine-tuning, not visual question answering applications.",[]
81,5,0.1,False,No mention of fairness or social aspects in the table description.,[]
81,6,0.1,False,,[]
81,7,0.1,False,,[]
81,8,0.1,False,,[]
81,9,0.1,False,Table is textual and does not contain visual information.,[]
81,10,0.1,False,,[]
82,1,0.1,False,"Table focuses on text-based WER results, not visual data.","['Graph structured', 'visual Question Answering']"
82,2,0.0,False,Table content does not relate to Autonomous Surface Vehicles or Federated Learning.,[]
82,3,0.1,False,,[]
82,4,0.1,False,"The table focuses on Word Error Rate (WER) in a specific context, not visual question answering applications.",[]
82,5,0.1,False,,[]
82,6,0.1,False,"Table content focuses on WER results in machine learning tasks, not regulatory capture.",[]
82,7,0.1,False,"Table focuses on WER results, not segmentation or SAM failures.",[]
82,8,0.1,False,,[]
82,9,0.1,False,"The table provides textual WER results, not visual data.",[]
82,10,0.1,False,,[]
83,1,0.1,False,Table content is textual and does not relate to graph or visual questions.,"['Graph structured', 'visual Question Answering']"
83,2,0.0,False,,[]
83,3,0.1,False,"Table content focuses on WER results, not LLM context handling.",[]
83,4,0.1,False,"The table focuses on WER results in a text-based dataset, not visual question answering applications.",[]
83,5,0.1,False,,[]
83,6,0.1,False,,[]
83,7,0.1,False,,[]
83,8,0.1,False,,[]
83,9,0.1,False,The table contains textual information about WER results and lacks visual elements.,[]
84,3,0.1,False,,[]
84,5,0.1,False,,[]
84,6,0.1,False,,[]
84,7,0.1,False,,[]
84,8,0.1,False,,[]
84,9,0.1,False,,[]
84,10,0.1,False,,[]
85,1,0.1,False,"The table focuses on quantitative comparisons in image segmentation, not graph-based visual question answering.","['Graph structured', 'visual Question Answering']"
85,2,0.1,False,,[]
85,3,0.1,False,,[]
85,4,0.1,False,"The table focuses on quantitative comparison of methods for image segmentation, not visual question answering.",[]
85,5,0.1,False,"The table focuses on quantitative comparisons in computer vision, not fairness or social impact.",
85,6,0.1,False,"Table focuses on a quantitative comparison of methods in computer vision, not regulatory capture or machine learning.",[]
85,7,0.1,False,,[]
85,8,0.1,False,,[]
85,9,0.75,True,Table discusses quantitative comparison on a visual dataset.,"['CityScapes', 'monocular']"
85,10,0.05,False,,[]
86,1,0.1,False,"Table focuses on quantitative comparisons of 3D reconstruction methods, not visual question answering.","['Graph structured', 'visual Question Answering']"
86,2,0.0,False,,[]
86,3,0.1,False,,[]
86,4,0.1,False,"The table focuses on quantitative comparisons of 3D reconstruction methods, not visual question answering applications.",[]
86,5,0.1,False,"The table focuses on quantitative comparisons in 3D scene understanding, not social fairness.",[]
86,6,0.0,False,,[]
86,7,0.1,False,,[]
86,8,0.1,False,,[]
86,9,0.75,True,The table presents quantitative comparisons on visual datasets.,"['ScanNet', 'ETH3D', 'visual']"
86,10,0.1,False,,[]
87,1,0.1,False,The table does not appear to discuss graphs or visual question answering.,"['Graph structured', 'visual Question Answering']"
87,2,0.1,False,,[]
87,3,0.1,False,,[]
87,4,0.1,False,,[]
87,5,0.1,False,The table does not contain information about fairness or social topics.,[]
87,6,0.1,False,"No direct mention of regulatory capture, IA, ML or related terms found.",[]
87,7,0.7,True,,[]
87,8,0.1,False,,[]
87,9,0.75,True,"The table presents a quantitative comparison, suggesting a visual element.","['Quantitative comparison', 'Visual']"
87,10,0.1,False,,[]
88,1,0.1,False,"The table focuses on quantitative comparisons in a specific domain (CityScapes depth estimation), not graph structures or visual question answering.","['Graph structured', 'visual Question Answering']"
88,2,0.1,False,,[]
88,3,0.1,False,,[]
88,4,0.1,False,"The table focuses on a quantitative comparison of depth estimation methods in Cityscapes dataset, which is not directly related to visual question answering.",[]
88,5,0.1,False,"Table focuses on quantitative comparison in CityScapes dataset, unrelated to fairness or social aspects.",[]
88,6,0.1,False,"The table focuses on a quantitative comparison of methods in computer vision. The query involves regulatory capture and machine learning, which are not directly related.",[]
88,7,0.1,False,,[]
88,8,0.1,False,,[]
88,9,0.6,True,"Table discusses quantitative comparison on CityScapes dataset, relevant to visual tasks.","['CityScapes', 'depth estimation']"
88,10,0.1,False,,[]
89,1,0.1,False,"The table focuses on architectural variations in a model, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
89,2,0.1,False,"The table focuses on ablation studies of architectural variations in a model, not autonomous surface vehicles or federated learning.",[]
89,3,0.6,True,"Table discusses architectural variations in a model, which could be related to long-context LLM development.",[]
89,4,0.1,False,"The table discusses an ablation study of architecture variations in a specific system, not applications of visual question answering.",[]
89,5,0.1,False,,[]
89,6,0.1,False,"Table focuses on architecture variations in a model, not regulatory capture or machine learning.",[]
89,7,0.1,False,"Table focuses on architectural variations, not segmentation or failure analysis.",[]
89,8,0.1,False,,[]
89,9,0.1,False,,[]
89,10,0.7,True,The table discusses feature levels which can be related to decentralized systems.,['Feature Levels']
90,1,0.1,False,"Table content focuses on variations and descriptions, not visual or graph-based data.","['Graph structured', 'visual Question Answering']"
90,2,0.0,False,,[]
90,3,0.1,False,,[]
90,4,0.1,False,,[]
90,5,0.1,False,,[]
90,6,0.1,False,,[]
90,7,0.1,False,,[]
90,8,0.1,False,Table content does not mention Graph Convolutional Networks or GCN.,[]
90,9,0.1,False,,[]
90,10,0.0,False,,[]
91,2,0.1,False,,[]
91,3,0.1,False,,[]
91,5,0.1,False,The table content does not contain keywords related to fairness or social topics.,[]
91,7,0.1,False,,[]
91,8,0.1,False,,[]
91,9,0.6,True,Table structure suggests potential for visual representation and question answering.,"['Graph structured', 'visual Question Answering']"
91,10,0.1,False,,[]
92,1,0.1,False,The table does not contain visual elements or graph structures.,"['Graph structured', 'visual Question Answering']"
92,2,0.05,False,No keywords related to Autonomous Surface Vehicles or Federated Learning found.,[]
92,3,0.2,True,,[]
92,6,0.1,False,,[]
92,7,0.1,False,,[]
92,8,0.1,False,,[]
92,9,0.1,False,,[]
92,10,0.1,False,,[]
93,1,0.1,False,The table describes datasets and lacks information about graphs or visual question answering.,"['Graph structured', 'visual Question Answering']"
93,2,0.1,False,,[]
93,3,0.6,True,"The table describes datasets used for testing, which might be relevant to evaluating Long-context LLMs.",[]
93,4,0.1,False,,[]
93,5,0.1,False,,[]
93,6,0.1,False,,[]
93,7,0.1,False,,[]
93,8,0.1,False,"The table describes datasets and their characteristics, not Graph Convolutional Networks.",[]
93,9,0.1,False,,[]
93,10,0.1,False,,[]
94,1,0.1,False,"The table focuses on document length statistics, not visual or graph-based data.","['Graph structured', 'visual Question Answering']"
94,2,0.0,False,,[]
94,3,0.1,False,,[]
94,4,0.1,False,The table provides information about document length and does not relate to visual question answering applications.,[]
94,5,0.1,False,,[]
94,6,0.1,False,,[]
94,7,0.1,False,,[]
94,8,0.1,False,,[]
94,9,0.1,False,,[]
94,10,0.0,False,The table focuses on document length statistics and does not mention decentralized concepts or FL.,[]
95,1,0.1,False,"The table focuses on retrieval unit corpus size and performance metrics, not graph structures or visual question answering.","['Graph structured', 'visual Question Answering']"
95,3,0.75,True,Table discusses retrieval unit corpus size.,"['Retrieval', 'Corpus Size']"
95,4,0.2,True,The table discusses retrieval unit sizes which could be indirectly related to VQA.,"['Retrieval', 'Corpus Size']"
95,5,0.1,False,,[]
95,6,0.1,False,,[]
95,7,0.1,False,,[]
95,8,0.1,False,,[]
95,9,0.7,True,Table discusses retrieval units and sizes.,"['Retrieval', 'Corpus']"
95,10,0.1,False,,[]
96,1,0.1,False,"The table focuses on retrieval performance metrics, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
96,3,0.7,True,The table discusses corpus size relevant to retrieval tasks.,"['Retrieval Unit', 'Corpus Size']"
96,4,0.6,True,The table discusses retrieval unit corpus size relevant to information retrieval.,"['Retrieval', 'Unit Corpus']"
96,5,0.1,False,"The table focuses on retrieval units and corpus size, not fairness or social aspects.",[]
96,6,0.1,False,,[]
96,7,0.1,False,,[]
96,8,0.1,False,"Table focuses on retrieval units and corpus size, not GCNs.",[]
96,9,0.7,True,"Table discusses retrieval units and corpus size, potentially related to VQA tasks.","['Retrieval Unit', 'Corpus Size']"
96,10,0.1,False,,[]
97,1,0.1,False,"The table focuses on textual encoding methods, not visual or graph-based representations.","['Graph structured', 'visual Question Answering']"
97,2,0.1,False,,[]
97,3,0.9,True,"Table discusses encoding long range dependencies, relevant to long context LLMs.","['Long-context', 'LLM']"
97,4,0.1,False,"The table focuses on text encoding methods for long range dependencies, not visual question answering applications.",[]
97,7,0.1,False,,[]
97,8,0.1,False,,[]
97,9,0.1,False,,[]
97,10,0.1,False,,[]
98,1,0.1,False,"The table describes textual QA results, not visual or graph-based.","['Graph structured', 'visual Question Answering']"
98,2,0.0,False,,[]
98,4,0.1,False,"The table focuses on text-based question answering, not visual question answering.",[]
98,6,0.1,False,,[]
98,7,0.1,False,,[]
98,8,0.1,False,,[]
98,9,0.1,False,,[]
98,10,0.1,False,,[]
99,1,0.1,False,"Table focuses on text-based question answering, not visual.","['Graph structured', 'visual Question Answering']"
99,2,0.0,False,,[]
99,3,0.75,True,,"['QA', 'HotpotQA', 'LLM']"
99,4,0.1,False,,[]
99,5,0.1,False,,[]
99,6,0.1,False,,[]
99,7,0.1,False,,[]
99,8,0.1,False,,[]
99,9,0.7,True,The table presents QA results on a dataset likely involving visual content.,"['HotpotQA', 'QA results']"
99,10,0.1,False,,[]
100,2,0.1,False,,[]
100,4,0.7,True,"The table presents QA results, which could be relevant to applications of visual question answering.","['QA results', 'Retrieval Units']"
100,5,0.1,False,,[]
100,6,0.1,False,"No keywords related to Regulatory Capture, IA, ML, or Machine Learning were found.",[]
100,7,0.1,False,"Table focuses on QA results for a specific dataset, not related to segmentation or SAM failure.",[]
100,8,0.1,False,"The table focuses on QA results for a specific dataset, not graph convolutional networks.",[]
100,9,0.7,True,"Table presents QA results, potentially related to visual question answering.","['QA results', 'Retrieval Units']"
100,10,0.1,False,,[]
101,2,0.1,False,,[]
101,3,0.75,True,The table describes language models used in research.,"['LLM', 'language model']"
101,4,0.1,False,"The table focuses on text-based prompts for language models, not visual question answering.",[]
101,5,0.1,False,"The table focuses on prompts and model usage, not fairness or social aspects.",[]
101,6,0.1,False,,[]
101,7,0.1,False,,[]
101,8,0.1,False,,[]
101,9,0.1,False,The table provides text-based prompts and does not contain visual information.,[]
101,10,0.1,False,,[]
102,2,0.1,False,,[]
102,3,0.9,True,"The table discusses LongRAG, a long-context language model.","['LongRAG', 'long-context LLM']"
102,4,0.7,True,The table mentions visual question answering metrics.,['visual Question Answering']
102,7,0.1,False,,[]
102,8,0.1,False,,[]
102,10,0.1,False,,[]
103,1,0.6,True,"The table provides examples of questions related to visual content, suggesting some relevance.","['Graph structured', 'visual Question Answering']"
103,2,0.1,False,The table content does not relate to Autonomous Surface Vehicles or Federated Learning.,[]
103,3,0.7,True,Table provides information about episode count in a specific context.,"['episodes', 'number']"
103,4,0.7,True,The table provides examples of visual question answering.,"['visual', 'Question']"
103,5,0.1,False,"The table focuses on question answering about TV show episodes, not fairness or social issues.",[]
103,6,0.1,False,"The table focuses on question answering about episodes, not regulatory capture or machine learning.",[]
103,7,0.1,False,"The table focuses on question answering about TV shows, not medical imaging or failures.",[]
103,8,0.1,False,,[]
103,9,0.8,True,The table contains a question about episodes which can be visually represented.,"['Question Answering', 'Table']"
103,10,0.1,False,,[]
104,1,0.1,False,"The table focuses on textual data analysis, not visual question answering.","['Graph structured', 'visual Question Answering']"
104,2,0.0,False,,[]
104,3,0.1,False,,[]
104,4,0.1,False,"The table focuses on sentiment analysis tasks, not visual question answering.",[]
104,5,0.2,True,Table mentions emotion but lacks direct connection to fairness or social aspects.,[]
104,7,0.1,False,,[]
104,8,0.1,False,,[]
104,9,0.1,False,"The table provides information about a dataset, not visual data or questions.",[]
104,10,0.1,False,,[]
105,1,0.1,False,"The table focuses on textual data characteristics, not visual or graph-based.","['Graph structured', 'visual Question Answering']"
105,2,0.0,False,,[]
105,3,0.1,False,,[]
105,4,0.1,False,,[]
105,5,0.1,False,The table focuses on dataset information and lacks mentions of fairness or social aspects.,[]
105,6,0.1,False,,[]
105,7,0.1,False,,[]
105,8,0.1,False,,[]
105,9,0.1,False,"The table describes a dataset, not visual data or question answering tasks.",[]
105,10,0.1,False,,[]
106,1,0.1,False,The table lacks information about graphs or visual question answering.,"['Graph structured', 'visual Question Answering']"
106,2,0.1,False,No keywords found in the table matching the query.,[]
106,3,0.1,False,,[]
106,5,0.1,False,,[]
106,6,0.1,False,,[]
106,8,0.1,False,No keywords related to Graph Convolutional Networks or GCN found in the table.,[]
106,9,0.1,False,Table lacks visual information and context for question answering.,[]
106,10,0.1,False,,[]
107,1,0.1,False,The table describes competition results and lacks visual or graph-structured data.,"['Graph structured', 'visual Question Answering']"
107,2,0.1,False,,[]
107,3,0.1,False,,[]
107,4,0.1,False,"The table focuses on competition results for a specific task, not visual question answering applications.",[]
107,5,0.1,False,"The table focuses on competition results for a specific task, lacking direct connections to fairness or social aspects.",[]
107,6,0.1,False,,[]
107,7,0.1,False,"Table content does not mention segmentation, SAM, or failure.",[]
107,8,0.1,False,No mention of Graph Convolutional Networks or GCN found in the table.,[]
107,9,0.1,False,,[]
107,10,0.1,False,,[]
108,1,0.1,False,The table describes a ranking of results in a natural language processing competition.,"['Graph structured', 'visual Question Answering']"
108,2,0.0,False,,[]
108,3,0.1,False,"Table content focuses on semantic evaluation results, not long-context LLMs.",[]
108,4,0.1,False,"The table describes results from a natural language processing competition, not visual question answering.",[]
108,6,0.1,False,"Table focuses on machine translation results, not regulatory capture or machine learning in a broader sense.",[]
108,7,0.1,False,,[]
108,8,0.1,False,,[]
108,9,0.1,False,,[]
109,1,0.1,False,The table focuses on textual results and lacks visual or graph-based information.,"['Graph structured', 'visual Question Answering']"
109,2,0.1,False,,[]
109,3,0.1,False,,[]
109,4,0.1,False,,[]
109,5,0.1,False,,[]
109,6,0.1,False,"Table focuses on RTM model performance, not regulatory capture or machine learning in a broader sense.",[]
109,7,0.1,False,,[]
109,8,0.1,False,,[]
109,9,0.1,False,,[]
109,10,0.1,False,,[]
110,1,0.1,False,Table content focuses on text-based results and lacks visual or graph structure.,"['Graph structured', 'visual Question Answering']"
110,2,0.1,False,,[]
110,4,0.1,False,"The table focuses on results for a text-based task, not visual question answering.",[]
110,5,0.1,False,,[]
110,6,0.1,False,,[]
110,7,0.1,False,,[]
110,8,0.1,False,,[]
110,9,0.1,False,,[]
111,1,0.1,False,"The table focuses on textual data and metrics, not visual or graph-based information.","['Graph structured', 'visual Question Answering']"
111,2,0.1,False,,[]
111,4,0.1,False,,[]
111,5,0.1,False,"The table focuses on technical metrics for a specific task, not societal fairness or social impacts.",[]
111,6,0.7,True,,[]
111,7,0.1,False,,[]
111,8,0.1,False,,[]
111,9,0.1,False,,[]
111,10,0.1,False,,[]
112,1,0.1,False,"The table describes a feature selection process, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
112,2,0.1,False,,[]
