,"index, table_id",caption,references
36,S3.T2,"Table 2: Comparison results on VQA dataset. According to different attention mechanisms, all the approaches are divided into five categories and each row represents one category. Row One indicates No Attention. Row Two utilizes Visual Attention only. Row Three applies Semantic Attention. Row Four includes both Visual and Question Attentions. Row Five applies both Semantic and Visual Attentions.","['Results. The experimental results are shown in Tab.2. We have the following observations: CVA obtains the best ‘all’ accuracies on test dev (Open-end 65.92% vs multiple-choice 70.3%) and test-standard (66.20% vs 70.41%). Our method belongs to the second category (visual attention only). Compared with the second category methods, the improvement over the best approach MCB is significant, by 5.12% (test-dev, open-ended, all) and 4.9% (test-dev, multiple-choice, all). In addition, we also report the results of MCB-7 (ensemble of 7 Att. models), although it is not comparable because each model in ensemble of 7 models uses MCB with attention. Comparing with the third category, again our approach outperforms the best approach ACK, especially with an increase of 6.8% in terms of test-standard opened-end all. Although HieCoAtt and DAN integrate both visual and question attentions, our CVA performs better. For standard-test dataset, tt surpass the DAN by 2.0% (in open-ended, all) and 1.14% (in multiple-choice, all), respectively. In addition, compared with MLAN involving both semantic attention and visual attention, our approach is also better, with a clear performance gap on the test-dev dataset. The results in Tab.2 clearly demonstrate the advantage of our method.']"
37,S3.T3,Table 3: Evalution results by our proposed method and compared methods on the COCO QA dataset.,"['Results. The experimental results are demonstrated in Tab. 3. Our CVA achieves the highest performance with an accuracy of 67.51% on all and a WUPS 0.9 of 76.7%. Compared with the best counterpart HioCoAtt and the second best counterpart QRU, the improvement of accuracy is 2.11% and 5.01% on all. Specifically, for Object, Color and Loc. three types questions, CVA increases the accuracy to 69.55% and 68.96%, and 59.93%, respectively. The table indicates that the Number type question performs worst in all methods, with approximately 10 % to 19% lower than other types. This might be caused by the unbalanced training dataset. The number of training samples of Object type is 54,992, which is nine times more than the number of training samples for Number.', 'In this section, we further assess our model on the recent released dataset Visual7w. For the experiments, we compare our CVA with previous work LSTM-Att. Zhu et al. (2016), MCB+Att. Fukui et al. (2016) and MLAN Yu et al. (2017) and the experimental results are shown in Tab.3. Both LSTM-Att. and MLAN are competitive. However, compared with LSTM-Att., MLAN utilizes a much lower fusion methods (2400-dimension vs 16,000-dimension)Yu et al. (2017). Tab.3 shows that our CVA achieves the highest scores. In particular, the MLAN employs both visual attention and text attention, while our CVA only exploits the visual attention.']"
38,S3.T4,Table 4: Evaluation results on Visual7W dataset.,[]
39,S4.T1,"Table I: Performance comparison for the ijcnn1 dataset. The objective error is 10−7superscript10710^{-7}, 10−7superscript10710^{-7} and 10−5superscript10510^{-5} for linear regression, lasso regression and logistic regression, respectively. The fixed number of iterations for training a neural network is 500500500.","['We also evaluate the performance of CHB for training a relatively small neural network with one hidden layer with 303030 nodes. For training the neural network, all algorithms are stopped after 500500500 iterations with the step size α=0.02𝛼0.02\\alpha=0.02 while employing the regularization parameter λ=1/49990𝜆149990\\lambda=1/49990. For CHB and censoring-based GD, we choose ε1=0.01subscript𝜀10.01\\varepsilon_{1}=0.01. Compared to HB, GD, and censoring-based GD, Figure 5(c) and Figure 5(d) illustrate that CHB has competitive convergence performance for this nonconvex problem with the smallest number of communications. Table I summarizes the number of communications and iterations to attain a given objective error which indicates the desirable performance of CHB in terms of communication savings and convergence rate. For linear and lasso regression, CHB reduces the communications to less than half that needed for HB, and for logistic regression the communications are reduced by two orders of magnitude compared to HB. For the neural network training example, CHB and HB reduce the norm square of the gradient by an order of magnitude compared to censoring-based GD and GD, and CHB uses only 24%percent2424\\% of the communications needed for HB. Additional numerical results on other real datasets and discussion of the impact of step size are given next.']"
40,S4.T2,"Table II: Performance comparison in the Ionosphere, Adult, and Derm dataset. The objective error is 10−7superscript10710^{-7} for all linear regression tasks. The fixed number of iterations for training the neural network is 500500500.","['To promote comparison, we first use the same real datasets with the same setup as [54]. Specifically, we consider linear regression with the Housing, Body fat, and Abalone datasets and logistic regression with the Ionosphere, Adult fat, and Derm datasets. We evenly split each dataset into three workers and employ the minimal number of features among all datasets as the number of features used in the test. Additionally, we also consider lasso regression with the Ionosphere, Adult fat, and Derm datasets. In all these regression tasks, we choose α=1/L𝛼1𝐿\\alpha=1/L for all four algorithms. For CHB and censoring-based GD, we choose ε1=0.1/(α2\u200bM2)subscript𝜀10.1superscript𝛼2superscript𝑀2\\varepsilon_{1}=0.1/(\\alpha^{2}M^{2}). For HB and CHB, we choose β=0.4𝛽0.4\\beta=0.4. The values of the regularization parameter for logistic regression and lasso regression are λ=0.001𝜆0.001\\lambda=0.001 and λ=0.1𝜆0.1\\lambda=0.1, respectively. All regression tasks stop when the objective error is less than 10−7superscript10710^{-7}. Furthermore, we consider training a neural network with Adult fat dataset where we choose α=0.01𝛼0.01\\alpha=0.01 for all algorithms. For CHB and censoring-based GD, we choose ε1=0.01subscript𝜀10.01\\varepsilon_{1}=0.01. Again, for HB and CHB, we choose β=0.4𝛽0.4\\beta=0.4. The regularization parameter we choose for the neural network is λ=1/1605𝜆11605\\lambda=1/1605. The optimization process is stopped after 500500500 iterations for training the neural network. Figure 6 and Figure 7 indicate the effectiveness of CHB in terms of communication reduction for the four learning tasks considered in this paper. The specific results are summarized in Table II.']"
41,S4.T3,Table III: Performance comparison in the MNIST dataset at the accomplishment of the largest number of iterations.,"['We next test the performance of CHB on a larger dataset MNIST [63]. In all regression tasks, we set ε1=0.1/(α2\u200bM2)subscript𝜀10.1superscript𝛼2superscript𝑀2\\varepsilon_{1}=0.1/(\\alpha^{2}M^{2}) for CHB and censoring-based GD. For HB and CHB, we set β=0.4𝛽0.4\\beta=0.4. The largest number of iterations for each algorithm in each regression task is fixed to be 200020002000. For linear regression and lasso regression, we set α=10−8𝛼superscript108\\alpha=10^{-8}. For logistic regression, we use α=10−6𝛼superscript106\\alpha=10^{-6}. The values of regularization parameter for lasso regression and logistic regression are λ=0.5𝜆0.5\\lambda=0.5 and λ=0.001𝜆0.001\\lambda=0.001, respectively. In training a neural network with the regularization parameter λ=1/60000𝜆160000\\lambda=1/60000, we choose α=0.02𝛼0.02\\alpha=0.02 for all algorithms. For CHB and censoring-based GD, we choose ε1=0.01subscript𝜀10.01\\varepsilon_{1}=0.01. For HB and CHB, we choose the constant β=0.4𝛽0.4\\beta=0.4. The largest number of iterations is set to be 500500500 in training a neural network. In Figure 8 and Figure 9, for the fixed total number of iterations, CHB shows a competitive communication saving performance while maintaining a relatively smaller objective error compared to GD and censoring-based GD. Specific results are summarized in Table III.']"
42,S3.T1,TABLE I: Client endpoints information.,"['In this section, we present a use case that employs APPFLx to conduct federated learning with a group of five clients to train a convolutional neural network (CNN) with two convolutional layers using the artificially partitioned MNIST datasets [18]. The MNIST dataset is partitioned equally into five chunks as the local datasets of the five FL clients. Two synchronous FL algorithms, FedAvg [2] and FedAvgM [14], are employed to train the model. The FL training takes 10 global communication rounds, and each client performs 2 local epochs in each round with batch size 64 and local learning rate 0.01. Local learning rate is decayed by a factor of 0.975 for each round, and the server momentum for FedAvgM is equal to 0.9.\nTable I shows the information of five heterogeneous client endpoints. Notably, all the endpoints only use the CPU for training. The group members use the client configuration page to register their endpoints and upload data loaders for their local datasets. The group administrator launches the FL experiment by specifying the training hyper-parameters in the server configuration page.']"
43,S3.T1,"Table 1. Count of lexicons in the top three categories in the entity tables for English, Hindi, and Vietnamese","['We created a similar entity table for the target context. To create this entity table, we ask two native speakers of Hindi and Vietnamese to review a sample of hate speech posts in their respective languages and to identify the hate target entities. Using this data and their experience with the context, they created the corresponding entity table for both languages. We subsequently included a lexicon of hate terms in the ”hate-term” column of the entity table. This is the distinguishing part of the pipeline for different target contexts. We can create contextually relevant hateful posts in the target context of our interest just by modifying the contents of the entity table. Table 1 shows the statistics of the entity table in English, Hindi, and Vietnamese.', 'Our contextual entity substitution method addresses a major limitation of machine-translated hate speech data by infusing structure and context into the translated results. The CES method also proffers the diversity property to the synthetic data generated. We have shown that this method outperforms simple machine translation and performs comparably to models trained using only original data or generative methods. However, since this method is heavily reliant on a finite set of entities in the entity table, we see no remarkable improvements as more CES synthetic data are generated. For instance, our analysis of the entity table in Hindi and Vietnamese from Table 1 shows that the Hindi entity table having more target individuals than Vietnamese led to a more diverse synthetic data generation. The success of this method is dependent on the continuous update of the entity table to account for domain drifts and to improve the diversity of the generated synthetic data. This offers support to previous claims to include context experts as part of effective hate speech detection and tracking projects\xa0(NKEMELU et\xa0al., 2022).']"
44,S3.T2,Table 2. Qualitative difference between the synthetic hate-speech data using machine translation and the synthetic hate-speech data using contextual entity adaptation.,"['The entity replacement step completes our pipeline for synthetically generating hateful posts in the limited data context. Table 2 shows how a machine-translated hateful post differs from a machine-translated hateful post with contextual entity substitution. In the first example in 2, we find that the word “kike” has been transliterated from Latin to Devanagari. In contrast, we find that the CES method has the name of the person, “Bhagat Singh”, referred to as “penisless”, and is contextually relevant in the Indian domain (Indian freedom fighter). In the second example, we again find the word “dyke” being transliterated from the Latin script to the Devanagari script. The CES methodology, on the other hand, substitutes this entity with “Heejra”, which stands for transgender people in India.']"
45,S3.T3,Table 3. Prompt engineering to generate the hateful posts using the BLOOM Language Model,"['This method is different from the previous two methods as it depends only on a sample of hateful posts in the target context, which are used as few-shot examples to help the language model generate similar posts. To generate hate speech posts, we pass a few posts from the target context and prompt the language model to generate the sixth post as shown in table 3. The entire prompt is a string of Devanagari text given as input to the BLOOM-LM, and then it is asked to predict the following post from the input, which it predicts in Devanagari. Inferring from our empirical analyses, we chose the number of input examples as 5, set a repetition penalty of 2 to prevent post-repetition, applied early stopping with sampling, and specified a maximum token length of 100 words for the generated prompt.']"
46,S4.T4,Table 4. Distribution of non-hateful and hateful posts in different data sources,"['For Hindi, we use the dataset curated by Bhardwaj et\xa0al. (2020), and for Vietnamese, we use the dataset curated by Luu et\xa0al. (2021). Table 4 shows the distribution of the hateful and non-hateful posts in each of the datasets. Since we only use hateful posts from English, we report only the amount of hateful posts available in English. As illustrated in table 4, the number of hateful posts was the least in the Hindi dataset. Hence, we keep 450 posts as the upper limit for our data in the low-resource language. Using a few-shot training setup, we gradually augment the hateful posts in the low-resource language with synthetic hateful posts.']"
47,S4.T5,"Table 5. Comparison of contextual entity substitution and BLOOM language model synthetic data generation methodologies vs. machine translated synthetic data generation methodology for Hindi (H) and Vietnamese (V). For each run, we use a constant 450 non-hateful posts.","['To test the effectiveness of machine-translated (MT) examples for augmentation, we increase the baseline training data by adding 50 original hateful posts to the training data and comparing the results with a training data setup of the baseline of 100 original hateful + 50 new machine-translated hateful posts. We iteratively execute this increment of original vs. synthetic for seven steps until the hateful/non-hateful split is even (50:50%). Table 5 shows the Macro F1 score of models trained on the baseline and subsequent synthetic increments. The all-original model (All-Orig) acts as an upper limit to the performance if we had a complete set of original hateful posts and did not need to perform data augmentation. Our results show that in the ideal case where additional original hateful posts are added to the training data, the model performance attained F1 scores up to 88.48 (All-Orig, 7a) and 67.44 (All-Orig, 5a), compared to the initial baseline scores of 84.46 and 64.29 for Hindi and Vietnamese respectively.', 'We follow the setup described in 4.3 to compare the baseline results with synthetic examples generated from the original English hate speech dataset using our contextual entity substitution method (CES) described in 3.3. Similarly, we use 450 non-hateful posts and iteratively augment the original hateful posts in Hindi and Vietnamese with synthetic CES posts in increments of 50. Table 5 shows the comparative results between the contextual entity substitution method (CES) vs. the MT and All-Orig models for Hindi and Vietnamese.']"
